,hotelname,rating,reviews,star rating, location, nearest, distance nearest,price,tax,tax
2919,La Siesta Premium Hang Be,5.0,2348.0,4.0,Hoan Kiem (Old Quarter) ,,,D 119,,27
2920,La Nueva Boutique Hotel Ha Noi,5.0,1883.0,4.0,Hoan Kiem (Old Quarter) ,,,D 97,,22
2921,Hanoi Media Hotel and Spa,5.0,1346.0,4.0,Hoan Kiem (Old Quarter) ,,,D 43,,10
2922,Paragon Noi Bai Hotel and Pool,4.0,24.0,3.0,Phú Cường ,city centre ,30.2 km ,D 30,,5
2923,Especen Hotel,4.0,334.0,2.0,Hoan Kiem (Old Quarter) ,,,D 20,,6
2924,Hong Ngoc Dynastie Boutique Hotel & Spa,4.5,671.0,4.0,Hoan Kiem (Old Quarter) ,,,D 53,,14
2925,Sen Grand Hotel & Spa managed by Sen Group,5.0,140.0,4.0,Quan Hoa ,city centre ,6.4 km ,D 43,,10
2926,Hanoi Tokyo Hotel,,,4.0,Hoan Kiem (Old Quarter) ,,,D 52,,7
2927,MK Premier Boutique Hotel,4.5,1526.0,4.0,Hoan Kiem (Old Quarter) ,,,D 46,,10
2928,Hanoi Pearl Hotel,4.5,2046.0,4.0,Hoan Kiem (Old Quarter) ,,,D 49,,11
2929,Airport Hotel Hanoi Convenient & Friendly,5.0,21.0,2.0,Phú Cường ,city centre ,30.0 km ,D 29,,7
2930,Authentic Hanoi Boutique Hotel,4.5,934.0,4.0,Hoan Kiem (Old Quarter) ,,,D 48,,11
2931,L'Heritage Hotel,4.5,1424.0,4.0,Hoan Kiem (Old Quarter) ,,,D 70,,
2932,Imperial Hotel & Spa Hanoi,,,4.0,Hoan Kiem (Old Quarter) ,,,D 65,,15
2933,Grand Cititel Hanoi Hotel,4.5,181.0,4.0,Hoan Kiem (Old Quarter) ,,,D 49,,13
2934,Flower Garden Hotel,4.5,501.0,4.0,Ba Dinh  ,,,D 54,,12
2935,Capella Hanoi,5.0,232.0,5.0,Hoan Kiem (Old Quarter) ,,,D 394,,98
2936,La Casa Hanoi Hotel,4.5,252.0,4.0,Hai Ba Trung ,,,D 69,,16
2937,Novotel Suites Hanoi,4.5,199.0,4.0,Dịch Vọng Hậu ,city centre,8.3 km ,D 81,,19
2938,Holiday Emerald Hotel,5.0,845.0,3.0,Hoan Kiem (Old Quarter) ,,,D 31,,7
2939,Hanoi Emerald Waters Hotel & Spa,5.0,1098.0,4.0,Hoan Kiem (Old Quarter) ,,,D 41,,9
2940,Hanoi Evergreen Hotel,3.5,170.0,2.0,Hoan Kiem (Old Quarter) ,,,D 11,,
2941,May De Ville Trendy Hotel & Spa,4.0,220.0,4.0,Hai Ba Trung ,,,D 105,,25
2942,Millennium Hanoi 9 Hotel,4.0,18.0,3.0,Hoan Kiem (Old Quarter) ,,,D 19,,4
2943,My Way Hotel & Residence,4.5,48.0,4.0,Dịch Vọng Hậu ,city centre,8.7 km ,D 51,,11
2944,Little Hanoi Deluxe Hotel,5.0,870.0,3.0,Hoan Kiem (Old Quarter) ,,,D 30,,7
2945,Hanoi Hotel Royal,5.0,912.0,3.0,Hoan Kiem (Old Quarter) ,,,D 43,,
2946,Skyline Hanoi Hotel,5.0,721.0,3.0,Hoan Kiem (Old Quarter) ,,,D 28,,7
2947,Hanoi Golden Moon Hotel,5.0,764.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,8
2948,Splendid Hotel & Spa,5.0,672.0,3.0,Hoan Kiem (Old Quarter) ,,,D 37,,10
2949,Hanoi Paradise Center Hotel & Spa,4.5,44.0,4.0,Hoan Kiem (Old Quarter) ,,,D 47,,11
2950,S Central Hotel and Spa,5.0,357.0,3.0,Hoan Kiem (Old Quarter) ,,,D 30,,7
2951,Au Coeur d'Hanoi Boutique Hotel,5.0,416.0,3.0,Hoan Kiem (Old Quarter) ,,,D 52,,12
2952,Golden Rooster Hotel,5.0,445.0,3.0,Hoan Kiem (Old Quarter) ,,,D 39,,10
2953,Hanoi Elite Hotel,5.0,397.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,8
2954,San Palace Hotel,5.0,315.0,3.0,Hoan Kiem (Old Quarter) ,,,D 59,,
2955,Hanoi La Selva Central Hotel,5.0,175.0,3.0,Hoan Kiem (Old Quarter) ,,,D 40,,10
2956,The Hanoi Club Hotel & Residences,4.0,358.0,4.0,Tay Ho (Westlake) ,,,D 58,,13
2957,The Noble Swan Hotel & Spa,4.5,48.0,4.0,Hoan Kiem (Old Quarter) ,,,D 66,,16
2958,Hanoi Esplendor Hotel and Spa,5.0,119.0,3.0,Hoan Kiem (Old Quarter) ,,,D 56,,13
2959,Hanoi Vacanza Premier Hotel,5.0,92.0,4.0,Hoan Kiem (Old Quarter) ,,,D 42,,6
2960,La Beaute Boutique Hotel & Spa,5.0,60.0,3.0,Hoan Kiem (Old Quarter) ,,,D 37,,8
2961,Hanoi Victor Gallery Hotel & Spa,4.0,74.0,4.0,Hoan Kiem (Old Quarter) ,,,D 47,,
2962,La Santé Hotel & Spa,4.0,63.0,4.0,Ba Dinh  ,,,D 28,,6
2963,Centre Point Hanoi Hotel,4.5,249.0,3.0,Hoan Kiem (Old Quarter) ,,,D 106,,24
2964,The Artisan Lakeview Hotel,4.5,419.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,9
2965,Vision Premier Hotel & Spa,4.5,143.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
2966,Spoon Hotel,4.5,218.0,3.0,Hoan Kiem (Old Quarter) ,,,D 15,,3
2967,Hillary Hanoi Hotel,,,4.0,Dịch Vọng ,city centre,7.6 km ,D 54,,
2968,Grand Plaza Hanoi Hotel,4.0,181.0,5.0,Trung Hoà ,city centre,7.9 km ,D 81,,18
2969,Hanoi Elpis Hotel,4.5,95.0,3.0,Hoan Kiem (Old Quarter) ,,,D 22,,5
2970,Hanoi Delica Hotel,4.5,37.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
2971,New Sky Airport Hotel,5.0,5.0,2.0,Phú Cường ,city centre ,29.6 km ,D 14,,
2972,The West Hotel & Spa,4.5,29.0,3.0,Hoan Kiem (Old Quarter) ,,,D 52,,
2973,Eco Luxury Hotel Hanoi,4.0,252.0,3.0,Hoan Kiem (Old Quarter) ,,,D 33,,
2974,Lucky 2 Hotel,4.0,139.0,3.0,Hoan Kiem (Old Quarter) ,,,D 23,,5
2975,Diamond Nostalgia Hotel & Spa,1.5,10.0,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
2976,Soleil Boutique Hotel,5.0,311.0,4.0,Hoan Kiem (Old Quarter) ,,,D 66,,15
2977,Jacosmo Hotel & Spa,5.0,826.0,4.0,Hoan Kiem (Old Quarter) ,,,D 84,,19
2978,Old Quarter Hotel 1961,1.5,5.0,,Hoan Kiem (Old Quarter) ,,,D 18,,5
2979,AncyrA TamTam Hotel by Continent - Near Hoan Kiem Lake,4.5,24.0,3.0,Hoan Kiem (Old Quarter) ,,,D 22,,5
2980,Hanoian Central Hotel & Spa,5.0,430.0,4.0,Hoan Kiem (Old Quarter) ,,,D 49,,13
2981,LeaH Silk Hotel,5.0,194.0,4.0,Hoan Kiem (Old Quarter) ,,,D 64,,16
2982,Little Hanoi Hotel,4.5,503.0,3.0,Hoan Kiem (Old Quarter) ,,,D 37,,8
2983,Hanoi Siva Luxury Hotel & Travel,5.0,685.0,4.0,Hoan Kiem (Old Quarter) ,,,D 213,,
2984,Family Transit Hotel,4.0,121.0,2.0,Phú Cường ,city centre ,29.1 km ,D 12,,
2985,Eastin Hotel & Residences Hanoi,5.0,75.0,4.0,Dịch Vọng Hậu ,city centre,8.7 km ,D 66,,15
2986,Parosand Hanoi Hotel & Apartment,5.0,6.0,4.0,Tay Ho (Westlake),,,D 26,,6
2987,New Airport Hotel,4.5,166.0,3.0,Mai Đình ,city centre ,23.5 km ,D 19,,
2988,Hanoi Fiesta Hotel & Spa,5.0,59.0,4.0,Hoan Kiem (Old Quarter) ,,,D 41,,10
2989,Serenity Diamond Hotel,4.5,549.0,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,
2990,Hanoi Gatsby Hotel,4.0,18.0,3.0,Hoan Kiem (Old Quarter) ,,,D 30,,7
2991,Oakwood Residence Hanoi,5.0,299.0,5.0,Tay Ho (Westlake) ,,,D 73,,14
2992,JW Marriott Hotel Hanoi,5.0,2972.0,5.0,Mễ Trì ,city centre,9.8 km ,D 205,,
2993,Anova Hotel,3.5,33.0,3.0,Mai Đình ,city centre ,24.0 km ,D 17,,4
2994,Golden Lotus Airport Hotel,,,3.0,Phú Cường ,city centre ,30.1 km ,D 20,,3
2995,Hong Ngoc Cochinchine Boutique Hotel & Spa,4.5,621.0,4.0,Ba Dinh  ,,,D 50,,13
2996,22Land Residence Hotel & Spa 52 Ngo Huyen,,,4.0,Hoan Kiem (Old Quarter) ,,,D 36,,3
2997,Nesta Hotel Ha Noi,4.5,303.0,4.0,Hai Ba Trung ,,,D 44,,11
2998,Diamond Westlake Suites,4.5,216.0,5.0,Tay Ho (Westlake),,,D 50,,12
2999,De Syloia Hotel,4.5,171.0,4.0,Hoan Kiem (Old Quarter) ,,,D 64,,16
3000,HNC Premier Hotel & Residences,5.0,34.0,4.0,Hoan Kiem (Old Quarter) ,,,D 34,,
3001,Hanoi Backpackers Hostel & Rooftop bar,5.0,216.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,8
3002,Hanoi Lake View Hotel & Spa,4.5,114.0,4.0,Hoan Kiem (Old Quarter) ,,,D 87,,21
3003,Luxury Hotel,5.0,514.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
3004,Lenid Hotel Tho Nhuom,4.5,80.0,4.0,Hoan Kiem (Old Quarter) ,,,D 39,,9
3005,Mina Hotel & Spa,4.5,50.0,4.0,Hoan Kiem (Old Quarter) ,,,D 46,,10
3006,Parkside Sunline Hotel,4.5,76.0,4.0,Hai Ba Trung ,,,D 42,,10
3007,Five Star Westlake 1st-4th Floors Hotel & Serviced Apartment,4.5,9.0,5.0,Ba Dinh,,,D 57,,
3008,Rose Garden Residence,4.5,50.0,4.0,Ba Dinh,,,D 49,,12
3009,Hanoi La Siesta Hotel & Spa,5.0,5851.0,4.0,Hoan Kiem (Old Quarter) ,,,D 99,,22
3010,Luxury Backpackers,5.0,1411.0,3.0,Hoan Kiem (Old Quarter) ,,,D 29,,7
3011,Golden Villa Hotel,5.0,1310.0,3.0,Hoan Kiem (Old Quarter) ,,,D 42,,
3012,Aviary Hanoi Hotel & Travel,,,4.0,Hoan Kiem (Old Quarter) ,,,D 40,,3
3013,Eliana Signature Hanoi Hotel,5.0,772.0,3.0,Hoan Kiem (Old Quarter) ,,,D 60,,14
3014,Madelise Central Hotel & Travel,4.5,45.0,4.0,Hoan Kiem (Old Quarter) ,,,D 144,,20
3015,Serene Boutique Hotel & Spa,5.0,971.0,4.0,Hoan Kiem (Old Quarter) ,,,D 37,,
3016,Viet Village Hotel & Travel,4.5,146.0,3.0,Mai Đình ,city centre ,23.4 km ,D 27,,
3017,Hanoi Bella Rosa Trendy Hotel,5.0,254.0,3.0,Hoan Kiem (Old Quarter) ,,,D 37,,8
3018,Somerset West Lake Hanoi,4.0,173.0,4.0,Tay Ho (Westlake),,,D 98,,27
3019,Hanoi Stella Hotel,5.0,217.0,3.0,Hoan Kiem (Old Quarter) ,,,D 64,,
3020,Bluebell Hotel,4.0,199.0,1.0,Hoan Kiem (Old Quarter) ,,,D 14,,
3021,Blue Hanoi Inn City Hotel,4.5,10.0,3.0,Trung Hoà ,city centre,8.2 km ,D 19,,4
3022,La Storia Ruby Hotel & Travel,5.0,812.0,3.0,Hoan Kiem (Old Quarter) ,,,D 54,,
3023,Hanoi Veris Boutique Hotel & Spa,5.0,66.0,3.0,Hoan Kiem (Old Quarter) ,,,D 77,,18
3024,Hanoi Charming House,4.5,1373.0,2.0,Hoan Kiem (Old Quarter) ,,,D 16,,4
3025,Smarana Hanoi Heritage,,,4.0,Dịch Vọng Hậu ,city centre,8.4 km ,D 246,,
3026,Royal Holiday Hanoi Hotel,5.0,87.0,3.0,Hoan Kiem (Old Quarter) ,,,D 44,,
3027,Victor Hotel Cau Giay,,,3.0,Quan Hoa,,,D 20,,5
3028,Blue Hanoi Inn Luxury Hotel,4.5,5.0,3.0,Ba Dinh,,,D 32,,8
3029,22Land Residence Hotel & Spa Ha Noi,5.0,22.0,4.0,Nghĩa Đô,,,D 38,,
3030,Essence d'Orient Hotel & Spa,5.0,796.0,3.0,Hoan Kiem (Old Quarter) ,,,D 52,,13
3031,Thien Thai Hotel and Spa,4.5,28.0,4.0,Ba Dinh  ,,,D 52,,
3032,Hanoi Sunshine Hotel,4.5,571.0,3.0,Hoan Kiem (Old Quarter) ,,,D 52,,14
3033,Rising Dragon Estate Hotel,4.5,500.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
3034,Phoenix Legend Hotel,4.5,348.0,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
3035,Parklane Hanoi Hotel,4.5,322.0,3.0,Hoan Kiem (Old Quarter) ,,,D 30,,7
3036,Hanoi Larosa Hotel,4.5,286.0,3.0,Văn Miếu ,,,D 40,,9
3037,Icon 36 Hotel & Residence,4.5,312.0,3.0,Hoan Kiem (Old Quarter) ,,,D 50,,12
3038,Minerva Church Hotel,4.5,23.0,4.0,Hoan Kiem (Old Quarter) ,,,D 62,,15
3039,Hanoi A1 Hotel,4.5,226.0,3.0,Hoan Kiem (Old Quarter) ,,,D 62,,15
3040,Hanoi Golden Moment Hotel,5.0,1188.0,3.0,Hoan Kiem (Old Quarter) ,,,D 32,,
3041,HAAP Transit Hotel,4.5,209.0,3.0,Mai Đình ,city centre ,23.3 km ,D 29,,7
3042,Eternity Hanoi Hotel,3.5,12.0,3.0,Hoan Kiem (Old Quarter) ,,,D 22,,5
3043,Hanoi Emotion Hotel,4.5,174.0,3.0,Cat Linh ,,,D 73,,18
3044,The Light Hotel,4.5,915.0,4.0,Hoan Kiem (Old Quarter) ,,,D 47,,11
3045,Hanoi Malo Boutique Hotel,4.5,159.0,3.0,Hoan Kiem (Old Quarter) ,,,D 66,,17
3046,Serenity Villa Hotel,4.5,516.0,3.0,Hoan Kiem (Old Quarter) ,,,D 36,,
3047,Bao Son International Hotel,3.5,84.0,4.0,Ba Dinh,,,D 53,,12
3048,Muong Thanh Grand Hanoi Hotel,3.5,98.0,4.0,Đại Kim ,city centre,9.3 km ,D 44,,11
3049,Emerald Hotel Hanoi,4.5,78.0,3.0,Hai Ba Trung ,,,D 41,,10
3050,Hanoi Elpis Grand Hotel,4.5,304.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,8
3051,Hanoi House Hostel & Travel,5.0,2156.0,2.0,Hoan Kiem (Old Quarter) ,,,D 27,,8
3052,Vong Xua Hotel,4.5,62.0,3.0,Hai Ba Trung,,,D 27,,6
3053,Hanoi La Mejor Hotel & Sky Bar,5.0,3381.0,4.0,Hoan Kiem (Old Quarter) ,,,D 58,,13
3054,Sweet Family Guest House,4.5,56.0,3.0,Hoan Kiem (Old Quarter) ,,,D 44,,11
3055,Ibiz City Hostel,3.5,108.0,2.0,Hoan Kiem (Old Quarter) ,,,D 22,,6
3056,HANZ Kieu Anh Hotel,,,2.0,Trung Hoà ,city centre,7.7 km ,D 30,,
3057,Western Hanoi Hotel,4.0,25.0,4.0,Dịch Vọng Hậu ,city centre,7.7 km ,D 23,,5
3058,The Pearl Hotel,4.0,12.0,3.0,Ba Dinh,,,D 33,,
3059,Riverside Hanoi Hotel,3.5,38.0,4.0,Nghĩa Đô,,,D 23,,5
3060,Chikoo Homestay (spot-on),,,3.0,Ba Dinh  ,,,D 9,,2
3061,Lucky 3 Hotel & Travel,4.0,225.0,3.0,Hoan Kiem (Old Quarter) ,,,D 24,,5
3062,Mai Charming Hotel & Spa,4.5,389.0,3.0,Hoan Kiem (Old Quarter) ,,,D 29,,7
3063,Calidas Landmark72 Royal Residence Hanoi,4.0,33.0,5.0,Mỹ Đình 1 ,city centre,8.8 km ,D 86,,19
3064,Hanoi Starlight Hotel,4.0,233.0,3.0,Hoan Kiem (Old Quarter) ,,,D 22,,5
3065,Golden Moon Suite Hotel,5.0,481.0,3.0,Hoan Kiem (Old Quarter) ,,,D 28,,6
3066,Hanoi Morning Hotel,4.0,181.0,3.0,Hoan Kiem (Old Quarter) ,,,D 37,,10
3067,HANZ Hanoi De Maison Grand Hotel,4.0,134.0,3.0,Hoan Kiem (Old Quarter) ,,,D 30,,7
3068,JM Marvel Hotel & Spa,5.0,1784.0,4.0,Hoan Kiem (Old Quarter) ,,,D 73,,17
3069,Fraser Residence Hanoi,5.0,35.0,5.0,Hanoi ,city centre,10.5 km ,D 82,,20
3070,Moon View Hotel,4.0,110.0,3.0,Ba Dinh  ,,,D 62,,15
3071,Kawasaki Noibai Hotel,3.0,9.0,3.0,Phú Cường ,city centre ,29.3 km ,D 20,,5
3072,Sunset Westlake Hanoi Hotel,4.0,112.0,3.0,Tay Ho (Westlake),,,D 28,,7
3073,Hong Ha Hotel,4.0,86.0,3.0,Hoan Kiem (Old Quarter) ,,,D 43,,10
3074,Hanoi Boutique Hotel and Spa,5.0,235.0,3.0,Hoan Kiem (Old Quarter) ,,,D 53,,14
3075,Thang Long Espana Hotel,4.0,76.0,3.0,Ba Dinh  ,,,D 64,,17
3076,Hanoi Pomihoa Hotel,4.0,71.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,8
3077,Hanoi Vision Boutique Hotel,4.5,29.0,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
3078,Ping Hanoi Hotel,4.0,49.0,3.0,Mễ Trì ,city centre,10.1 km ,D 30,,7
3079,Hanoi Marvellous Hotel & Spa,5.0,2590.0,4.0,Hoan Kiem (Old Quarter) ,,,D 49,,12
3080,La Sinfonía del Rey Hotel & Spa,5.0,1623.0,4.0,Hoan Kiem (Old Quarter) ,,,D 91,,21
3081,Hanoi E Central Hotel,5.0,1425.0,4.0,Hoan Kiem (Old Quarter) ,,,D 47,,12
3082,Bendecir Hotel & Spa,5.0,968.0,4.0,Hoan Kiem (Old Quarter) ,,,D 71,,
3083,Solaria Hotel,5.0,683.0,4.0,Hoan Kiem (Old Quarter) ,,,D 82,,18
3084,Tirant Hotel,5.0,987.0,4.0,Hoan Kiem (Old Quarter) ,,,D 63,,15
3085,Alisa Hotel & Spa,5.0,716.0,4.0,Hoan Kiem (Old Quarter) ,,,D 29,,7
3086,Hanoi Golden Hostel,4.5,46.0,2.0,Hoan Kiem (Old Quarter) ,,,D 17,,
3087,Hanoi L'heritage Diamond Hotel & Spa,5.0,780.0,4.0,Hoan Kiem (Old Quarter) ,,,D 50,,11
3088,Shining Central Hotel & Spa,5.0,473.0,4.0,Hoan Kiem (Old Quarter) ,,,D 58,,
3089,Hanoi La Siesta Central Hotel & Spa,5.0,437.0,4.0,Hoan Kiem (Old Quarter) ,,,D 173,,44
3090,Anatole Hotel Hanoi,5.0,405.0,4.0,Hoan Kiem (Old Quarter) ,,,D 86,,20
3091,L’HÔTEL du LAC Hanoi,5.0,380.0,4.0,Hoan Kiem (Old Quarter) ,,,D 71,,
3092,Hanoi Garden Hotel & Spa,5.0,378.0,4.0,Hoan Kiem (Old Quarter) ,,,D 37,,8
3093,May De Ville Legend Hotel and Spa,5.0,401.0,4.0,Hoan Kiem (Old Quarter) ,,,D 52,,12
3094,Babylon Premium Hotel & Spa,5.0,282.0,4.0,Hoan Kiem (Old Quarter) ,,,D 47,,
3095,Luxury Old Quarter Hotel & Gym,5.0,295.0,4.0,Hoan Kiem (Old Quarter) ,,,D 53,,12
3096,Hanoi Allure Hotel,5.0,264.0,4.0,Hoan Kiem (Old Quarter) ,,,D 102,,23
3097,The Q Hotel Hanoi,5.0,239.0,4.0,Ba Dinh  ,,,D 208,,52
3098,Halais Hotel,4.0,7.0,4.0,Hai Ba Trung ,,,D 33,,9
3099,Lotusama Hanoi Hotel,5.0,184.0,4.0,Hoan Kiem (Old Quarter) ,,,D 52,,
3100,Hanoi Discovery Hotel,4.0,174.0,2.0,Hoan Kiem (Old Quarter) ,,,D 16,,
3101,A25 Hotel - 23 Quan Thanh,3.5,98.0,4.0,Ba Dinh  ,,,D 32,,7
3102,Impressive Boutique Hotel,4.5,70.0,2.0,Hoan Kiem (Old Quarter) ,,,D 24,,6
3103,Nesta Boutique Hotel Ha Noi,5.0,110.0,4.0,Hai Ba Trung ,,,D 33,,7
3104,Milton Boutique Hostel,4.0,189.0,3.0,Hoan Kiem (Old Quarter) ,,,D 22,,
3105,Hoa Binh Hotel,3.5,148.0,3.0,Hoan Kiem (Old Quarter) ,,,D 57,,13
3106,Atrium Hanoi Hotel,3.5,157.0,3.0,Hoan Kiem (Old Quarter) ,,,D 59,,14
3107,Maya Boutique Hotel & Spa,5.0,88.0,4.0,Hoan Kiem (Old Quarter) ,,,D 37,,8
3108,Hanoi Central Backpackers Hostel,4.5,388.0,,Hoan Kiem (Old Quarter) ,,,D 10,,for
3109,HANOI FLORA HOTEL,,,4.0,Hoan Kiem (Old Quarter) ,,,D 38,,
3110,Hanoi Buffalo Hostel,5.0,133.0,,Hoan Kiem (Old Quarter) ,,,D 12,,for
3111,Midori Boutique Hotel,5.0,62.0,4.0,Hai Ba Trung ,,,D 46,,12
3112,Peridot Grand Luxury Boutique Hotel,5.0,1011.0,5.0,Hoan Kiem (Old Quarter) ,,,D 171,,39
3113,Commencer Hotel,5.0,59.0,4.0,Hoan Kiem (Old Quarter) ,,,D 59,,9
3114,Hanoi Traveller House,4.5,315.0,,Hoan Kiem (Old Quarter) ,,,D 37,,
3115,Millan Home,4.5,18.0,3.0,Ba Dinh  ,,,D 26,,6
3116,Sunny 3 Hotel Hanoi,3.5,48.0,3.0,Cat Linh ,,,D 33,,7
3117,Conifer Boutique Hotel,4.5,702.0,4.0,Hoan Kiem (Old Quarter) ,,,D 52,,12
3118,Classic Street Hotel,4.5,534.0,4.0,Hoan Kiem (Old Quarter) ,,,D 32,,
3119,Family Transit 2 Hotel,4.0,58.0,2.0,Phú Cường ,city centre ,27.4 km ,D 12,,3
3120,Sunline Hotel,4.5,377.0,4.0,Hoan Kiem (Old Quarter) ,,,D 37,,8
3121,Gallant Hotel,4.5,16.0,3.0,Hai Ba Trung ,,,D 61,,15
3122,Oriental Palace,4.0,8.0,3.0,Tay Ho (Westlake) ,,,D 27,,6
3123,Melia Ba Vi Mountain Retreat,4.5,334.0,4.0,Ba Vi ,city centre,67.7 km ,D 185,,
3124,Hanoi Rosaliza Hotel,4.5,327.0,4.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
3125,Hanoi Old Quarter Hostel,4.0,21.0,3.0,Hoan Kiem (Old Quarter) ,,,D 32,,8
3126,Ficus Suites,4.5,10.0,4.0,Hoan Kiem (Old Quarter) ,,,D 35,,
3127,La Passion Hanoi Hotel & Spa,4.5,72.0,4.0,Hoan Kiem (Old Quarter) ,,,D 62,,
3128,Sen Luxury Hotel,4.5,70.0,4.0,Quan Hoa ,city centre ,6.3 km ,D 41,,11
3129,Blue Hanoi Hotel,5.0,12.0,3.0,Hai Ba Trung ,,,D 30,,7
3130,Grandiose Hotel & Spa,4.5,64.0,4.0,Ba Dinh  ,,,D 48,,11
3131,Marigold Hotel Hanoi,,,3.0,Hoan Kiem (Old Quarter) ,,,D 23,,5
3132,Hotel Kuretakeso Tho Nhuom 84,4.5,54.0,4.0,Hoan Kiem (Old Quarter) ,,,D 53,,13
3133,GRAND HOTEL du LAC Hanoi,,,5.0,Hoan Kiem (Old Quarter) ,,,D 117,,
3134,Hanoi La Selva Hotel,5.0,2269.0,3.0,Hoan Kiem (Old Quarter) ,,,D 47,,
3135,Golden Sun Hotel,5.0,1567.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,
3136,Hanoi EcoStay 1 hostel,4.5,27.0,2.0,Hoan Kiem (Old Quarter) ,,,D 14,,for
3137,Hanoi Trendy Hotel & Spa,5.0,1447.0,3.0,Hoan Kiem (Old Quarter) ,,,D 50,,12
3138,Hanoi Bonsella Hotel,5.0,1205.0,3.0,Hoan Kiem (Old Quarter) ,,,D 53,,13
3139,Splendora Hotel,5.0,1052.0,3.0,Hoan Kiem (Old Quarter) ,,,D 48,,
3140,Mercury Central Hotel Hanoi,5.0,1086.0,3.0,Hoan Kiem (Old Quarter) ,,,D 54,,12
3141,Golden Legend Diamond Hotel,5.0,1076.0,3.0,Hoan Kiem (Old Quarter) ,,,D 46,,
3142,Old Quarter View Hanoi Hostel,5.0,818.0,3.0,Hoan Kiem (Old Quarter) ,,,D 21,,for
3143,Hanoi La Castela Hotel,5.0,733.0,3.0,Hoan Kiem (Old Quarter) ,,,D 36,,8
3144,San Boutique Hotel,5.0,643.0,3.0,Hoan Kiem (Old Quarter) ,,,D 52,,
3145,Sap Hotel By Connek,5.0,696.0,3.0,Hoan Kiem (Old Quarter) ,,,D 40,,9
3146,Sense Central Hanoi Hotel,4.5,45.0,4.0,Hoan Kiem (Old Quarter) ,,,D 36,,
3147,Hanoi Bella Rosa Suite Hotel & Spa,5.0,579.0,3.0,Hoan Kiem (Old Quarter) ,,,D 43,,
3148,Hanoi Bella Rosa Hotel & Spa,5.0,602.0,3.0,Hoan Kiem (Old Quarter) ,,,D 35,,
3149,Eden Westlake Hotel - The Art,,,3.0,Tay Ho (Westlake) ,,,D 16,,
3150,HOTEL DE L OPERA HANOI,4.5,2060.0,5.0,Hoan Kiem (Old Quarter) ,,,D 158,,
3151,Movenpick Hotel Hanoi,4.5,1732.0,5.0,Hoan Kiem (Old Quarter) ,,,D 130,,
3152,Hanoi Diamond King Hotel,5.0,480.0,3.0,Hoan Kiem (Old Quarter) ,,,D 24,,6
3153,Hanoi Central Hotel & Residences,5.0,385.0,3.0,Hoan Kiem (Old Quarter) ,,,D 65,,
3154,Hanoi Golden Hotel,4.0,23.0,2.0,Hoan Kiem (Old Quarter) ,,,D 23,,
3155,Dream Central Hotel,5.0,363.0,3.0,Hoan Kiem (Old Quarter) ,,,D 26,,6
3156,Hanoi Balcony Homestay,4.5,14.0,3.0,Hoan Kiem (Old Quarter) ,,,D 23,,
3157,A25 Hotel - 15 Hang Than,4.5,14.0,3.0,Ba Dinh  ,,,D 25,,5
3158,Hanoi Prime Center Hotel,5.0,307.0,3.0,Hoan Kiem (Old Quarter) ,,,D 25,,6
3159,Hanoi Exclusive Hotel,5.0,257.0,3.0,Hoan Kiem (Old Quarter) ,,,D 37,,9
3160,Mercure Hanoi La Gare,4.0,1413.0,4.0,Hoan Kiem (Old Quarter) ,,,D 87,,
3161,Labevie Hotel,5.0,252.0,3.0,Hoan Kiem (Old Quarter) ,,,D 33,,
3162,Sunway Hotel Hanoi,4.0,1040.0,4.0,Hai Ba Trung ,,,D 43,,10
3163,Little Hanoi Hostel,4.5,709.0,1.0,Hoan Kiem (Old Quarter) ,,,D 28,,7
3164,Church Boutique Hotel - 49 Lan Ong,5.0,200.0,3.0,Hoan Kiem (Old Quarter) ,,,D 56,,13
3165,Golden Lotus Luxury Hotel,4.0,561.0,4.0,Hoan Kiem (Old Quarter) ,,,D 54,,12
3166,Zephyr Suites Boutique Hotel,4.0,243.0,4.0,Hoan Kiem (Old Quarter) ,,,D 69,,18
3167,Hanoi Hanvet Hotel,5.0,137.0,3.0,Hoan Kiem (Old Quarter) ,,,D 41,,6
3168,Classy Boutique Hotel,5.0,136.0,3.0,Hoan Kiem (Old Quarter) ,,,D 34,,
3169,Hanoi Airport Suites Hostel & Travel,5.0,37.0,2.0,Mai Đình ,city centre ,23.2 km ,D 20,,
3170,Golden Legend Palace Hotel,5.0,122.0,3.0,Hoan Kiem (Old Quarter) ,,,D 38,,
